ID,IDr,CisloPece,CisloPodstavce,CisloOchrannehoPoklopu,Vsazky,Smena,CasZahajeni,CasUkonceni,Batch01_GIN,Batch01_Lot,Batch01_WGHT,Batch01_stred,Batch01_cont,Batch01_Nazev,Batch01_CisloZakazky,Batch02_GIN,Batch02_Lot,Batch02_WGHT,Batch02_stred,Batch02_cont,Batch02_Nazev,Batch02_CisloZakazky,Batch03_GIN,Batch03_Lot,Batch03_WGHT,Batch03_stred,Batch03_cont,Batch03_Nazev,Batch03_CisloZakazky,Batch04_GIN,Batch04_Lot,Batch04_WGHT,Batch04_stred,Batch04_cont,Batch04_Nazev,Batch04_CisloZakazky,Batch05_GIN,Batch05_Lot,Batch05_WGHT,Batch05_stred,Batch05_cont,Batch05_Nazev,Batch05_CisloZakazky,Batch06_GIN,Batch06_Lot,Batch06_WGHT,Batch06_stred,Batch06_cont,Batch06_Nazev,Batch06_CisloZakazky,Batch07_GIN,Batch07_Lot,Batch07_WGHT,Batch07_stred,Batch07_cont,Batch07_Nazev,Batch07_CisloZakazky,Batch08_GIN,Batch08_Lot,Batch08_WGHT,Batch08_stred,Batch08_cont,Batch08_Nazev,Batch08_CisloZakazky,Batch09_GIN,Batch09_Lot,Batch09_WGHT,Batch09_stred,Batch09_cont,Batch09_Nazev,Batch09_CisloZakazky,Batch10_GIN,Batch10_Lot,Batch10_WGHT,Batch10_stred,Batch10_cont,Batch10_Nazev,Batch10_CisloZakazky,Batch11_GIN,Batch11_Lot,Batch11_WGHT,Batch11_stred,Batch11_cont,Batch11_Nazev,Batch11_CisloZakazky,Batch12_GIN,Batch12_Lot,Batch12_WGHT,Batch12_stred,Batch12_cont,Batch12_Nazev,Batch12_CisloZakazky,Plyn_Spotreba_Cyklus,OA_Spotreba_Cyklus,Zdroj,StatusProgramu,Reported,PosledniZmena,RadekVytvoren
177,9,4,4,7,prp4x6,C,2024-09-18 12:12:33.000,2024-09-18 13:49:54.000,XF13292211,38101,850,B410,M120924050,Predtah,0000513592,XF13292211,38101,850,B410,M110924105,Predtah,0000513592,XF13292211,38101,850,B410,M120924095,Predtah,0000513592,XF13292211,38101,850,B410,M120924085,Predtah,0000513592,XF13292211,38101,850,B410,M110924090,Predtah,0000513592,XF13292211,38101,850,B410,M110924098,Predtah,0000513592,XF13292211,38101,850,B410,M120924071,Predtah,0000513592,XF13292211,38101,850,B410,M120924056,Predtah,0000513592,XF13292211,38101,850,B410,M130924069,Predtah,0000513592,XF13292211,38101,850,B410,M130924078,Predtah,0000513592,XF13292211,38101,850,B410,M130924083,Predtah,0000513592,XF13292211,38101,850,B410,M130924084,Predtah,0000513592,460,250,1ESAB2,0,1,2024-09-18 13:49:54.000,2024-09-18 11:33:36.210
"178,10,0,4,NULL,NULL,"" "",2024-09-18 14:02:11.000,2024-09-19 21:21:58.000,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,347,218,1ESAB2,0,1,2024-09-19 21:21:58.000,2024-09-18 14:02:55.893"
179,7,3,8,11,prp8x6,B,2024-09-18 03:04:43.000,2024-09-19 11:42:23.000,XF13292211,43381,870,B410,M160924018,Predtah,0000513593,XF13292211,43381,850,B410,M150924134,Predtah,0000513593,XF13292211,43381,850,B410,M150924120,Predtah,0000513593,XF13292211,43381,850,B410,M150924108,Predtah,0000513593,XF13292211,43381,850,B410,M150924109,Predtah,0000513593,XF13292211,43381,870,B410,M150924085,Predtah,0000513593,XF13292211,43381,870,B410,M150924041,Predtah,0000513593,XF13292211,43381,870,B410,M150924055,Predtah,0000513593,XF13292211,43381,870,B410,M150924044,Predtah,0000513593,XF13292211,43381,870,B410,M150924078,Predtah,0000513593,XF13292211,43381,870,B410,M150924071,Predtah,0000513593,XF13292211,43381,870,B410,M150924062,Predtah,0000513593,440,118,1ESAB2,0,1,2024-09-19 11:42:23.000,2024-09-18 14:05:22.570
"180,7,2,5,4,PRP5X5,A,2024-09-18 16:52:03.000,2024-09-19 20:05:27.000,xf13292211,43381,840,b410,m160924116,Predtah,0000513593,xf13292211,43381,580,b410,m170924005,Predtah,0000513593,xf13292211,43381,850,b410,m160924105,Predtah,0000513593,xf13292211,43381,850,b410,m160924061,Predtah,0000513593,xf13292211,43381,800,b410,m160924115,Predtah,0000513593,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,342,138,1ESAB1,0,1,2024-09-19 20:05:27.000,2024-09-18 15:02:34.613"
"181,5,3,6,3,prp6x7,C,2024-09-19 03:44:51.000,2024-09-20 11:58:52.000,XF13132211,40962,850,B410,M180924025,Predtah,0000516754,XF13132211,40962,850,B410,M180924027,Predtah,0000516754,XF13132211,40962,850,B410,M180924046,Predtah,0000516754,XF13132211,40962,850,B410,M180924037,Predtah,0000516754,XF13132211,40962,850,B410,M180924061,Predtah,0000516754,XF13132211,40962,850,B410,M180924065,Predtah,0000516754,XF13132211,40962,850,B410,M180924076,Predtah,0000516754,XF13132211,40962,850,B410,M180924082,Predtah,0000516754,XF13132211,40962,850,B410,M180924090,Predtah,0000516754,XF13132211,40962,710,B410,M180924096,Predtah,0000516754,XF13132211,40962,850,B410,M170924103,Predtah,0000516754,NULL,NULL,NULL,NULL,NULL,"" "",NULL,410,212,1ESAB1,0,1,2024-09-20 11:58:52.000,2024-09-19 02:10:57.753"
"182,10,0,7,5,PRP7X7,A,2024-09-26 19:40:04.000,2024-09-28 19:22:23.000,xf13962211,76892,545,b410,m170924010,Predtah,0000516758,xf13962211,76892,525,b410,m170924017,Predtah,0000516758,xf13962211,76962,780,b410,m180924026,Predtah,0000516759,xf13962211,76962,780,b410,m180924035,Predtah,0000516759,xf13962211,76962,780,b410,m170924023,Predtah,0000516759,xf13962211,76962,780,b410,m170924087,Predtah,0000516759,xf13962211,76962,780,b410,m170924070,Predtah,0000516759,xf13962211,76962,780,b410,m180924058,Predtah,0000516759,xf13962211,76962,780,b410,m180924072,Predtah,0000516759,xf13962211,76962,780,b410,m180924091,Predtah,0000516759,xf13962211,76962,790,b410,m180924102,Predtah,0000516759,NULL,NULL,NULL,NULL,NULL,"" "",NULL,478,347,1ESAB2,0,1,2024-09-28 19:22:23.000,2024-09-19 08:24:41.107"
"183,10,0,1,1,PRP1X7,A,2024-09-27 09:00:41.000,2024-09-29 02:53:32.000,xf13312211,59540,780,b410,m180924121,Predtah,0000516757,xf13312211,59540,780,b410,m180924132,Predtah,0000516757,xf13312211,59540,780,b410,m190924006,Predtah,0000516757,xf13312211,59540,700,b410,m190924024,Predtah,0000516757,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,355,238,1ESAB2,0,1,2024-09-29 02:53:32.000,2024-09-19 11:41:35.543"
185,8,0,8,11,PRP8X7,A,2024-09-27 07:30:44.000,2024-09-28 19:51:45.000,xf13292211,43381,850,b410,m190924053,Predtah,0000516756,xf13292211,43381,850,b410,m190924052,Predtah,0000516756,xf13292211,43381,850,b410,m190924065,Predtah,0000516756,xf13292211,43381,850,b410,m190924071,Predtah,0000516756,xf13292211,43381,850,b410,m190924088,Predtah,0000516756,xf13292211,43381,850,b410,m190924099,Predtah,0000516756,xf13292211,43381,850,b410,m190924105,Predtah,0000516756,xf13292211,43381,850,b410,m190924112,Predtah,0000516756,xf13292211,43381,850,b410,m190924123,Predtah,0000516756,XF13292211,43381,850,B410,M190924137,Predtah,0000516756,XF13292211,43381,850,B410,M190924130,Predtah,0000516756,XF13292211,43381,850,B410,M190924120,Predtah,0000516756,461,312,1ESAB1,0,1,2024-09-28 19:51:45.000,2024-09-19 14:53:03.057
"186,8,3,2,10,retezp2x1,C,2024-09-19 22:21:45.000,2024-09-20 13:07:02.000,NULL,NULL,504,NULL,NULL,Kl. retezy,NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,173,118,1ESAB2,0,1,2024-09-20 13:07:02.000,2024-09-19 22:10:40.143"
187,11,0,4,7,prp4x8,C,2024-09-27 06:40:22.000,2024-09-28 16:15:21.000,XF13292211,43381,850,B410,M10924148,Predtah,0000516756,XF13292211,43381,850,B410,M190924151,Predtah,0000516756,XF13292211,43381,850,B410,M200924013,Predtah,0000516756,XF13292211,43381,850,B410,M200924020,Predtah,0000516756,XF13292211,43381,850,B410,M200924027,Predtah,0000516756,XF13292211,43381,850,B410,M200924028,Predtah,0000516756,XF13292211,43381,850,B410,M200924063,Predtah,0000516756,XF13292211,43381,850,B410,M200924058,Predtah,0000516756,XF13292211,43381,850,B410,M200924057,Predtah,0000516756,XF13292211,43381,850,B410,M200924094,Predtah,0000516756,XF13292211,43381,850,B410,M200924085,Predtah,0000516756,XF13292211,43381,850,B410,M200924064,Predtah,0000516756,465,85,1ESAB1,0,1,2024-09-28 16:15:21.000,2024-09-19 23:28:08.790
"188,8,0,5,4,08p5x1,B,2024-09-26 19:45:43.000,2024-09-27 14:00:54.000,XF13085500,44671,1012,B485,H200924064,VD,0000517806,XF13085500,44671,1038,B485,H200924061,VD,0000517806,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,242,70,1ESAB2,0,1,2024-09-27 15:29:54.000,2024-09-20 11:40:49.107"
"189,6,0,6,3,086x1p,B,2024-09-26 19:45:29.000,2024-09-27 12:00:43.000,XF13085500,44671,1012,B485,H200924062,VD,0000517806,XF13085500,44671,1068,B485,H200924065,VD,0000517806,XF13085500,44671,1054,B485,H200924063,VD,0000517806,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,224,68,1ESAB2,0,1,2024-09-27 15:30:43.000,2024-09-20 13:41:02.093"
"190,9,0,2,10,08p2x2,B,2024-09-26 20:00:57.000,2024-09-27 13:30:09.000,XF13085500,44671,1030,B485,H200924080,VD,0000517806,XF13085500,44671,1014,B485,H200924066,VD,0000517806,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,228,88,1ESAB2,0,1,2024-09-27 15:27:09.000,2024-09-20 13:52:43.060"
191,9,1,5,4,PRP5X6,D,2024-09-30 06:48:10.000,2024-10-01 15:59:14.000,xf13292211,43381,850,b410,m220924038,Predtah,0000516756,xf13292211,43381,850,b410,m220924028,Predtah,0000516756,xf13292211,43381,850,b410,m220924027,Predtah,0000516756,xf13292211,43381,850,b410,m220924016,Predtah,0000516756,xf13292211,43381,850,b410,m220924015,Predtah,0000516756,xf13292211,43381,850,b410,m220924010,Predtah,0000516756,xf13292211,43381,850,b410,m220924001,Predtah,0000516756,xf13292211,43381,850,b410,m210924138,Predtah,0000516756,xf13292211,43381,850,b410,m210924124,Predtah,0000516756,xf13292211,43381,850,b410,m210924110,Predtah,0000516756,xf13292211,43381,850,b410,m210924101,Predtah,0000516756,xf13292211,43381,850,b410,m210924084,Predtah,0000516756,439,221,1ESAB1,0,1,2024-10-01 15:59:14.000,2024-09-27 18:36:31.290
192,7,3,6,3,PRP6X8,D,2024-09-30 06:56:36.000,2024-10-01 17:10:34.000,xf13292211,43381,850,b410,m210924062,Predtah,0000516756,xf13292211,43381,850,b410,m210924048,Predtah,0000516756,xf13292211,43381,850,b410,m210924063,Predtah,0000516756,xf13292211,43381,850,b410,m230924001,Predtah,0000516756,xf13292211,43381,850,b410,m220924118,Predtah,0000516756,xf13292211,43381,850,b410,m220924098,Predtah,0000516756,xf13292211,43381,850,b410,m220924088,Predtah,0000516756,xf13292211,43381,850,b410,m220924089,Predtah,0000516756,xf13292211,43381,850,b410,m220924071,Predtah,0000516756,xf13292211,43381,850,b410,m220924064,Predtah,0000516756,xf13292211,43381,850,b410,m220924053,Predtah,0000516756,xf13292211,43381,850,b410,m220924039,Predtah,0000516756,457,227,1ESAB1,0,1,2024-10-01 17:10:34.000,2024-09-27 18:42:30.020
"193,12,2,4,7,PRP4X9,D,2024-09-30 06:36:51.000,2024-10-02 04:07:42.000,xf13082211m280924016,44671,725,b410,m280924022,Predtah,0000517810,xf13082211,44671,700,b410,m280924016,Predtah,0000517810,xf13082211,44671,645,b410,m280924008,Predtah,0000517810,xf13082211,44671,850,b410,m280924003,Predtah,0000517810,xf13082211,44671,850,b410,m270924070,Predtah,0000517810,xf13082211,44671,850,b410,m270924065,Predtah,0000517810,xf13082211,44671,850,b410,m270924060,Predtah,0000517810,xf13082211,44671,850,b410,m270924053,Predtah,0000517810,xf13082211,44671,850,b410,m270924048,Predtah,0000517810,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,511,192,1ESAB1,0,1,2024-10-02 04:07:42.000,2024-09-28 19:16:43.600"
194,9,4,8,11,PRP8X1,A,2024-10-01 03:58:50.000,2024-10-02 16:10:39.000,xf13292211,43381,850,b410,m280924084,Predtah,0000516756,xf13292211,43381,850,b410,m280924079,Predtah,0000516756,xf13292211,43381,850,b410,m280924071,Predtah,0000516756,xf13292211,43381,850,b410,m280924067,Predtah,0000516756,xf13292211,43381,850,b410,m280924054,Predtah,0000516756,xf13292211,43381,850,b410,m280924048,Predtah,0000516756,xf13292211,43381,850,b410,m280924042,Predtah,0000516756,xf13292211,43381,850,b410,m270924042,Predtah,0000516756,xf13292211,43381,850,b410,m270924038,Predtah,0000516756,xf13292211,43381,850,b410,m270924027,Predtah,0000516756,xf13292211,43381,850,b410,m270924023,Predtah,0000516756,xf13292211,43381,850,b410,m200924107,Predtah,0000516756,410,254,1ESAB1,0,1,2024-10-02 16:10:39.000,2024-09-28 22:20:04.177
195,11,4,7,5,PRP7X8,A,2024-09-30 07:11:59.000,2024-10-01 20:15:55.000,xf13292211,43381,850,b410,m270924008,Predtah,0000516756,xf13292211,43381,850,b410,m210924047,Predtah,0000516756,xf13292211,43381,850,b410,m210924033,Predtah,0000516756,xf13292211,43381,850,b410,m210924032,Predtah,0000516756,xf13292211,43381,850,b410,m210924021,Predtah,0000516756,xf13292211,43381,850,b410,m210924018,Predtah,0000516756,xf13292211,43381,850,b410,m200924142,Predtah,0000516756,xf13292211,43381,850,b410,m200924126,Predtah,0000516756,xf13292211,43381,850,b410,m200924114,Predtah,0000516756,xf13292511,40294,700,b410,m290924050,Predtah,0000521578,xf13292511,40294,700,b410,m290924054,Predtah,0000521578,xf13292511,40294,640,b410,m290924055,Predtah,0000521578,254,54,1ESAB2,0,1,2024-10-02 08:15:55.000,2024-09-29 02:52:34.050
196,10,3,2,10,PRP2X1,A,2024-10-01 02:31:42.000,2024-10-02 14:36:05.000,xf13292211,43381,620,b410,m290924025,Predtah,0000516756,xf13292211,43381,850,b410,m290924031,Predtah,0000516756,xf13292211,43381,850,b410,m290924042,Predtah,0000516756,xf13292211,43381,850,b410,m290924051,Predtah,0000516756,xf13292211,43381,850,b410,m290924052,Predtah,0000516756,xf13292211,43381,850,b410,m290924068,Predtah,0000516756,xf13292211,43381,850,b410,m290924071,Predtah,0000516756,xf13292211,43381,850,b410,m290924074,Predtah,0000516756,xf13292211,43381,850,b410,m300924017,Predtah,0000516756,xf13292211,43381,850,b410,m300924018,Predtah,0000516756,xf13292211,43381,850,b410,m300924032,Predtah,0000516756,xf13292211,43381,850,b410,m300924082,Predtah,0000516756,429,246,1ESAB1,0,1,2024-10-02 14:36:05.000,2024-09-30 18:53:12.340
"197,11,1,1,1,DRATP1X1,A,2024-10-01 00:37:52.000,2024-10-01 10:30:36.000,NULL,NULL,NULL,NULL,NULL,Dratovny,NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,0,0,1ESAB2,0,1,2024-10-01 11:54:36.000,2024-09-30 19:40:22.650"
"198,12,1,3,8,08P3X1,B,2024-10-01 17:07:30.000,2024-10-02 10:42:22.000,xf13085500,24429,1018,b485,h011024049,VD,0000522056,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,173,437,1ESAB1,0,1,2024-10-02 10:42:22.000,2024-10-01 09:55:57.610"
"199,12,1,1,1,66P1X1,B,2024-10-01 11:57:04.000,2024-10-01 21:56:50.000,xf12665500,728590,1186,b485,h011024051,VD,0000522081,xf12665500,728590,1190,b485,h011024050,VD,0000522081,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,157,54,1ESAB2,0,1,2024-10-01 21:56:50.000,2024-10-01 11:57:08.677"
201,8,4,6,3,PRP6X1,A,2024-10-01 17:10:42.000,2024-10-03 08:37:10.000,xf13292211,43381,850,b410,m300924033,Predtah,0000516756,xf13292211,43381,850,b410,m300924053,Predtah,0000516756,xf13292211,43381,850,b410,m300924052,Predtah,0000516756,xf13292211,43381,850,b410,m300924106,Predtah,0000516756,xf13292211,43381,850,b410,m300924075,Predtah,0000516756,xf13292211,43381,850,b410,m300924125,Predtah,0000516756,xf13292211,43381,850,b410,m300924113,Predtah,0000516756,xf13292211,43381,850,b410,m300924134,Predtah,0000516756,xf13292211,43381,850,b410,m011024009,Predtah,0000516756,xf13292211,43381,850,b410,m300924150,Predtah,0000516756,xf13292211,43381,850,b410,m011024025,Predtah,0000516756,xf13292211,43381,850,b410,m011024016,Predtah,0000516756,428,223,1ESAB1,0,1,2024-10-03 08:37:10.000,2024-10-01 17:10:42.607
"202,13,1,1,1,SAWP1X1,A,2024-10-02 03:04:05.000,2024-10-02 16:06:09.000,xf12245500,28624,1032,b485,h011024046,VD,0000522015,xf12245500,28624,976,b485,h011024048,VD,0000522015,xf12245500,28624,1024,b485,h011024047,VD,0000522015,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,158,58,1ESAB2,0,1,2024-10-02 16:06:09.000,2024-10-02 02:31:42.387"
"203,13,1,4,7,prp4x1,D,2024-10-02 09:46:29.000,2024-10-03 14:15:30.000,xf13292211,43381,850,b410,m011024108,Predtah,0000516756,xf13292211,43381,895,b410,m011024111,Predtah,0000516756,xf13292211,43381,850,b410,m011024117,Predtah,0000516756,xf13292211,43381,483,b410,m011024128,Predtah,0000516756,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,305,184,1ESAB2,0,1,2024-10-03 14:15:30.000,2024-10-02 06:54:13.953"
204,12,3,7,5,prp7x1,D,2024-10-01 22:00:06.000,2024-10-03 09:42:08.000,xf13292211,43381,850,b410,m011024037,Predtah,0000516756,xf13292211,43381,850,b410,m011024038,Predtah,0000516756,xf13292211,43381,850,b410,m011024053,Predtah,0000516756,xf13292211,43381,850,b410,m011024054,Predtah,0000516756,xf13292211,43381,850,b410,m011024061,Predtah,0000516756,xf13292211,43381,850,b410,m011024084,Predtah,0000516756,xf13292211,43381,850,b410,m011024085,Predtah,0000516756,xf13292211,43381,850,b410,m011024083,Predtah,0000516756,xf13292211,43381,850,b410,m011024100,Predtah,0000516756,xf13292211,43381,850,b410,m011024101,Predtah,0000516756,xf13292211,43381,850,b410,m011024086,Predtah,0000516756,xf13292211,43381,850,b410,m011024087,Predtah,0000516756,436,222,1ESAB1,0,1,2024-10-03 09:42:08.000,2024-10-02 08:16:05.860
"205,11,4,2,10,prp2x2,D,2024-10-02 16:55:18.000,2024-10-03 22:31:34.000,XF13092211,43461,850,B410,M011024133,Predtah,0000522489,XF13092211,43461,850,B410,M011024122,Predtah,0000522489,XF13092211,43461,850,B410,M021024002,Predtah,0000522489,XF13092211,43461,850,B410,M021024010,Predtah,0000522489,XF13092211,43461,850,B410,M021024021,Predtah,0000522489,XF13092211,43461,850,B410,M021024026,Predtah,0000522489,XF13092211,43461,500,B410,M021024058,Predtah,0000522489,XF13092211,43461,570,B410,M021024069,Predtah,0000522489,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,NULL,NULL,NULL,NULL,NULL,"" "",NULL,325,222,1ESAB1,0,1,2024-10-03 22:31:34.000,2024-10-02 16:55:18.433"
206,10,2,5,4,prp5x1,B,2024-10-01 17:07:35.000,2024-10-03 01:28:09.000,XF13292211,43381,850,B410,M011024078,Predtah,0000516756,XF13292211,43381,850,B410,M011024076,Predtah,0000516756,XF13292211,43381,850,B410,M011024077,Predtah,0000516756,XF13292211,43381,850,B410,M011024075,Predtah,0000516756,XF13292211,43381,850,B410,M011024066,Predtah,0000516756,XF13292211,43381,850,B410,M011024062,Predtah,0000516756,XF13292211,43381,850,B410,M011024065,Predtah,0000516756,NULL,NULL,NULL,NULL,NULL,Dratovny,NULL,NULL,NULL,NULL,NULL,NULL,Dratovny,NULL,NULL,NULL,NULL,NULL,NULL,Dratovny,NULL,NULL,NULL,NULL,NULL,NULL,Dratovny,NULL,NULL,NULL,NULL,NULL,NULL,Dratovny,NULL,455,203,1ESAB1,0,1,2024-10-03 01:28:09.000,2024-10-02 18:14:01.193
207,11,2,5,4,prp5x2,D,2024-10-03 06:38:08.000,2024-10-04 14:12:11.000,XF13262211,40926,850,B410,M021024128,Predtah,0000522493,XF13262211,40926,850,B410,M021024121,Predtah,0000522493,XF13262211,40926,850,B410,M021024119,Predtah,0000522493,XF13262211,40926,850,B410,M021024104,Predtah,0000522493,XF13262211,40926,850,B410,M021024093,Predtah,0000522493,XF13262211,40926,850,B410,M021024070,Predtah,0000522493,XF13262211,40926,850,B410,M021024079,Predtah,0000522493,XF13262211,40926,850,B410,M021024076,Predtah,0000522493,XF13262211,40926,850,B410,M031024014,Predtah,0000522493,XF13262211,40926,850,B410,M031024013,Predtah,0000522493,XF13262211,40926,850,B410,M031024025,Predtah,0000522493,XF13262211,40926,850,B410,M031024026,Predtah,0000522493,439,218,1ESAB1,0,1,2024-10-04 14:12:11.000,2024-10-03 04:35:18.467
